# Selected edges (lines)
95.00 24.00
97.00 2.00

95.00 24.00
75.00 33.00

10.00 44.00
2.00 61.00

10.00 44.00
2.00 50.00

27.00 2.00
18.00 8.00

27.00 2.00
33.00 14.00

2.00 61.00
1.00 59.00

51.00 46.00
44.00 46.00

51.00 46.00
57.00 28.00

29.00 44.00
32.00 49.00

29.00 44.00
44.00 46.00

67.00 18.00
57.00 28.00

67.00 18.00
74.00 10.00

61.00 93.00
55.00 84.00

61.00 93.00
69.00 94.00

19.00 19.00
14.00 19.00

19.00 19.00
19.00 27.00

29.00 11.00
18.00 8.00

29.00 11.00
33.00 14.00

28.00 83.00
39.00 87.00

28.00 83.00
18.00 96.00

51.00 62.00
54.00 61.00

51.00 62.00
53.00 58.00

76.00 53.00
75.00 33.00

76.00 53.00
80.00 50.00

74.00 8.00
74.00 3.00

74.00 8.00
74.00 10.00

89.00 89.00
97.00 96.00

89.00 89.00
94.00 95.00

88.00 68.00
92.00 78.00

88.00 68.00
97.00 56.00

11.00 76.00
23.00 69.00

11.00 76.00
16.00 78.00

97.00 2.00
74.00 3.00

92.00 78.00
86.00 86.00

45.00 98.00
39.00 87.00

45.00 98.00
52.00 99.00

97.00 56.00
80.00 50.00

2.00 50.00
1.00 59.00

55.00 84.00
52.00 99.00

32.00 49.00
30.00 51.00

14.00 32.00
14.00 19.00

14.00 32.00
19.00 27.00

69.00 94.00
72.00 98.00

86.00 86.00
72.00 98.00

16.00 87.00
18.00 96.00

16.00 87.00
16.00 78.00

30.00 51.00
23.00 69.00

54.00 61.00
53.00 58.00

97.00 96.00
94.00 95.00



# Node coordinates (points)
95.00 24.00
10.00 44.00
27.00 2.00
2.00 61.00
51.00 46.00
29.00 44.00
67.00 18.00
61.00 93.00
19.00 19.00
29.00 11.00
28.00 83.00
51.00 62.00
76.00 53.00
18.00 8.00
74.00 8.00
89.00 89.00
88.00 68.00
11.00 76.00
97.00 2.00
92.00 78.00
45.00 98.00
97.00 56.00
2.00 50.00
55.00 84.00
32.00 49.00
39.00 87.00
14.00 32.00
52.00 99.00
69.00 94.00
75.00 33.00
86.00 86.00
72.00 98.00
16.00 87.00
18.00 96.00
44.00 46.00
30.00 51.00
54.00 61.00
97.00 96.00
14.00 19.00
94.00 95.00
33.00 14.00
19.00 27.00
23.00 69.00
1.00 59.00
16.00 78.00
74.00 3.00
53.00 58.00
57.00 28.00
74.00 10.00
80.00 50.00
