# Selected edges (lines)
94.00 23.00
96.00 1.00

94.00 23.00
74.00 32.00

9.00 43.00
1.00 60.00

9.00 43.00
1.00 49.00

26.00 1.00
17.00 7.00

26.00 1.00
32.00 13.00

1.00 60.00
0.00 58.00

50.00 45.00
43.00 45.00

50.00 45.00
56.00 27.00

28.00 43.00
31.00 48.00

28.00 43.00
29.00 50.00

66.00 17.00
74.00 32.00

66.00 17.00
73.00 9.00

60.00 92.00
68.00 93.00

60.00 92.00
71.00 97.00

18.00 18.00
13.00 18.00

18.00 18.00
18.00 26.00

28.00 10.00
17.00 7.00

28.00 10.00
32.00 13.00

27.00 82.00
15.00 86.00

27.00 82.00
17.00 95.00

50.00 61.00
53.00 60.00

50.00 61.00
52.00 57.00

75.00 52.00
87.00 67.00

75.00 52.00
79.00 49.00

73.00 7.00
73.00 2.00

73.00 7.00
73.00 9.00

88.00 88.00
85.00 85.00

88.00 88.00
93.00 94.00

87.00 67.00
96.00 55.00

10.00 75.00
22.00 68.00

10.00 75.00
15.00 77.00

96.00 1.00
73.00 2.00

91.00 77.00
85.00 85.00

91.00 77.00
96.00 95.00

44.00 97.00
38.00 86.00

44.00 97.00
51.00 98.00

96.00 55.00
79.00 49.00

1.00 49.00
0.00 58.00

54.00 83.00
38.00 86.00

54.00 83.00
51.00 98.00

31.00 48.00
29.00 50.00

13.00 31.00
13.00 18.00

13.00 31.00
18.00 26.00

68.00 93.00
71.00 97.00

15.00 86.00
17.00 95.00

43.00 45.00
56.00 27.00

53.00 60.00
52.00 57.00

96.00 95.00
93.00 94.00

22.00 68.00
15.00 77.00



# Node coordinates (points)
94.00 23.00
9.00 43.00
26.00 1.00
1.00 60.00
50.00 45.00
28.00 43.00
66.00 17.00
60.00 92.00
18.00 18.00
28.00 10.00
27.00 82.00
50.00 61.00
75.00 52.00
17.00 7.00
73.00 7.00
88.00 88.00
87.00 67.00
10.00 75.00
96.00 1.00
91.00 77.00
44.00 97.00
96.00 55.00
1.00 49.00
54.00 83.00
31.00 48.00
38.00 86.00
13.00 31.00
51.00 98.00
68.00 93.00
74.00 32.00
85.00 85.00
71.00 97.00
15.00 86.00
17.00 95.00
43.00 45.00
29.00 50.00
53.00 60.00
96.00 95.00
13.00 18.00
93.00 94.00
32.00 13.00
18.00 26.00
22.00 68.00
0.00 58.00
15.00 77.00
73.00 2.00
52.00 57.00
56.00 27.00
73.00 9.00
79.00 49.00
